ref_num,authors,year,country,site_name,geo_area,N_pair,N_pair_state,latitude,longitude,elevation,elev_raster,avg_annual_precip,precip_raster,avg_annual_temp,temp_raster,climate,aridity_index_study,aridity_category,aridity_index,crop type_study,crop_type,multiple_crops,tillage_freq_study,tillage_freq,tillage_type,residue_removal,grazed,cover_crop,inorganic_N_applied,herbicide,OM_applied,inorganic_C_applied,years_since_irrig_t1,years_since_irrig_t2,study_duration,irrig_method,irrig_methodcat,irrig_water_type,irrig_water_pH,irrig_water_bicarbonate,irrig_water_Ca,irrig_water_OC,irrig_water_N,study_scale,soil_upper_limit,soil_lower_limit,soil_sample_thickness,depth_category,depth_cat_2,BD_t1,BD_t2,BD_t1_rf,BD_t2_rf,soil_texture_t1,per_sand_t1,per_clay_t1,soil_texture_t2,per_sand_t2,per_clay_t2,soil_pH_t1,soil_pH_t2,total_C_n_t1,total_C_n_t2,total_C_t1,total_C_t2,total_C_sd_t1,total_C_sd_t2,total_C_st_t1,total_C_st_t2,total_C_st_sd_t1,total_C_st_sd_t2,total_C_st_t1_calc,total_C_st_t2_calc,log_total_C_rr,organic_C_n_t1,organic_C_n_t2,organic_C_t1,OC_t1_calc,organic_C_t2,OC_t2_calc,log_organic_C_rr,OC_change_rate,per_OC_change,organic_C_sd_t1,organic_C_sd_t2,organic_C_t1_cov,organic_C_t2_cov,organic_C_t1_sd_calc,organic_C_t2_sd_calc,organic_C_st_t1,organic_C_st_t2,organic_C_st_t1_calc,organic_C_st_t2_calc,organic_C_st_sd_t1,organic_C_st_sd_t2,organic_C_st_t1_cov,organic_C_st_t2_cov,organic_C_st_sd_t1_calc,organic_C_st_sd_t2_calc,log_organic_C_st_rr,OC_st_change_rate,per_OC_st_change,inorganic_C_n_t1,inorganic_C_n_t2,inorganic_C_t1,inorganic_C_t2,inorganic_C_sd_t1,inorganic_C_sd_t2,inorganic_C_sd_t1_cov,inorganic_C_sd_t2_cov,inorganic_C_sd_t1_calc,inorganic_C_sd_t2_calc,inorganic_C_st_t1,inorganic_C_st_t2,inorganic_C_st_sd_t1,inorganic_C_st_sd_t2,inorganic_C_st_t1_calc,inorganic_C_st_t2_calc,inorganic_C_st_t1_cov,inorganic_C_st_t2_cov,inorganic_C_st_t1_sd_cov,inorganic_C_st_t2_sd_cov,log_inorg_C_rr,total_N_n_t1,total_N_n_t2,total_N_t1,total_N_t2,total_N_sd_t1,total_N_sd_t2,total_N_t1_cov,total_N_t2_cov,total_N_t1_sd_calc,total_N_t2_sd_calc,total_N_st_t1,total_N_st_t2,total_N_st_sd_t1,total_N_st_sd_t2,total_N_st_t1_calc,total_N_st_t2_calc,log_total_N_rr,total_N_st_t1_cov,total_N_st_t2_cov,total_N_st_t1_sd_calc,total_N_st_t2_sd_calc
1a,Wu et al.,2008,USA,San Joaquin Valley,North America,no,,35° 36' N,119° 20' W,,102,132,182,18,17.2,semiarid,0.0875,Arid,11.5439,mixed,cereals,yes,2,multiple,CT,,no,,,,,,25,55,30,,,fresh,7.2,73.2,,,,Farm,0,10,10,0-10cm,0-10cm,1.16,1.06,1.191423851,1.170540667,L,,20,L,,20,8.1,8.1,1,1,7.14,8.92,,,,,,,8.506766296,10.44122275,0.096666643,1,1,6.22,6.22,8.74,8.74,0.147721048,0.084,40.51446945,0.583125,0.71976522,,,0.58775268,0.73660675,7.2152,9.2644,7.2152,9.2644,0.678553484,0.517301519,,,0.678553484,0.517301519,0.108568924,0.068306667,28.40115312,1,1,0.92,0.18,,,,,0.544489796,0.064280924,,,,,1.096109943,0.21069732,,,,,-0.708515322,,,,,,,,,,,,,,,,,,,,,
1a,Wu et al.,2008,USA,San Joaquin Valley,North America,no,,35° 36' N,119° 20' W,,102,132,182,18,17.2,semiarid,0.0875,Arid,11.5439,mixed,cereals,yes,2,multiple,CT,,no,,,,,,25,55,30,,,fresh,7.2,73.2,,,,Farm,10,25,15,10-20cm,10-20cm,1.24,1.19,1.24386523,1.243603833,L,,20,L,,20,8.1,8.1,1,1,6.43,8.17,,,,,,,11.99708014,15.24036497,0.104011084,1,1,5.52,5.52,7.98,7.98,0.160063814,0.082,44.56521739,0.5175,0.65717694,,,0.52160688,0.672553989,10.2672,14.2443,10.2672,14.2443,0.965578824,0.795366999,,,0.965578824,0.795366999,0.14218909,0.13257,38.73597475,1,1,0.91,0.19,,,,,0.538571429,0.067852086,,,,,1.697876039,0.354427092,,,,,-0.680287791,,,,,,,,,,,,,,,,,,,,,
1a,Wu et al.,2008,USA,San Joaquin Valley,North America,no,,35° 36' N,119° 20' W,,102,132,182,18,17.2,semiarid,0.0875,Arid,11.5439,mixed,cereals,yes,2,multiple,CT,,no,,,,,,25,55,30,,,fresh,7.2,73.2,,,,Farm,25,60,35,40-50cm,30+cm,1.242,1.454666667,1.272830249,1.400530533,L,,17.5,L,,17.5,9.2,9.2,1,1,4.628,3.726666667,,,,,,,22.10566059,19.15787331,-0.094072801,1,1,1.673333333,1.673333333,2.414666667,2.414666667,0.159274724,0.024711111,44.30278884,0.156875,0.198855044,,,0.15811996,0.203507982,7.27398,12.29387289,7.27398,12.29387289,0.684081449,0.686459902,,,0.684081449,0.686459902,0.227916616,0.167329763,69.01163997,1,1,2.954666667,1.316666667,,,,,1.748680272,0.470203055,,,,,14.20093607,6.999407486,,,,,-0.351032652,,,,,,,,,,,,,,,,,,,,,
1b,Wu et al.,2008,USA,Imperial Valley,North America,no,,32° 49' N,115° 23' W,,-7,65,71,22,22.4,semiarid,0.0263,Hyper Arid,37.4789,mixed,cereals,yes,annually,once,CT,,no,,,,,,85,90,5,,,fresh,7.9,190,,,,Farm,0,10,10,0-10cm,0-10cm,1.22,1.23,1.288673851,1.222177833,SiC,,38,SiC,,38,8.3,8.3,1,1,22.8,21.4,,,,,,,29.3817638,26.15460563,-0.027521074,1,1,8.15,8.15,7.5,7.5,-0.036096345,-0.13,-7.975460123,0.7640625,0.6176475,,,0.7701261,0.632099614,9.943,9.225,9.943,9.225,0.935089435,0.515101519,,,0.935089435,0.515101519,-0.032551065,-0.1436,-7.221160616,1,1,14.6,13.9,,,,,8.640816327,4.963915797,,,,,18.81463822,16.98827188,,,,,-0.021338056,,,,,,,,,,,,,,,,,,,,,
1b,Wu et al.,2008,USA,Imperial Valley,North America,no,,32° 49' N,115° 23' W,,-7,65,71,22,22.4,semiarid,0.0263,Hyper Arid,37.4789,mixed,cereals,yes,annually,once,CT,,no,,,,,,85,90,5,,,fresh,7.9,190,,,,Farm,10,25,15,10-20cm,10-20cm,1.45,1.12,1.355811207,1.206851167,SiC,,38,SiC,,38,8.3,8.3,1,1,22.2,21.4,,,,,,,45.14851319,38.73992246,-0.015939201,1,1,7.73,7.73,7.48,7.48,-0.014277896,-0.05,-3.234152652,0.7246875,0.61600044,,,0.73043862,0.630414015,16.81275,12.5664,16.81275,12.5664,1.581155074,0.701677152,,,1.581155074,0.701677152,-0.126427876,-0.84927,-25.25672481,1,1,14.4,13.9,,,,,8.52244898,4.963915797,,,,,29.28552207,25.16284683,,,,,-0.015347692,,,,,,,,,,,,,,,,,,,,,
1b,Wu et al.,2008,USA,Imperial Valley,North America,no,,32° 49' N,115° 23' W,,-7,65,71,22,22.4,semiarid,0.0263,Hyper Arid,37.4789,mixed,cereals,yes,annually,once,CT,,no,,,,,,85,90,5,,,fresh,7.9,190,,,,Farm,25,60,35,40-50cm,30+cm,1.318666667,1.316666667,1.322418295,1.309773456,SiC,,30,SiC,,30,8.3,8.3,1,1,18.02,19.65333333,,,,,,,89.36355316,96.75361971,0.037681433,1,1,3.14,3.14,2.966666667,2.966666667,-0.024660896,-0.034666667,-5.520169851,0.294375,0.2443139,,,0.29671116,0.250030514,14.49214667,13.67138889,14.49214667,13.67138889,1.362913933,0.763377038,,,1.362913933,0.763377038,-0.025320083,-0.164151556,-5.663465853,1,1,14.9,16.62666667,,,,,8.818367347,5.937652757,,,,,74.05951789,82.21295563,,,,,0.047618922,,,,,,,,,,,,,,,,,,,,,
2a,Sainju et al. ,2014,USA,"Nesson Valley, North Dakota, NTBO",North America,yes,N-,48° 6' N,103° 6' W,,573,373,364,13.5,5.4,semiarid,0.2945,Semi-Arid,3.3929,cereals,cereals,no,0,never,NT,no,no,no,no,yes,no,no,3,6,3,sprinklers,sprinkler,,,,,,,Plot,0,10,10,0-10cm,0-10cm,1.450007759,1.376103667,1.450007759,1.376103667,SL,72,16,SL,72,16,7.7,7.7,,,,,,,,,,,,,,3,3,8.758573822,8.758573822,8.792942196,8.792942196,0.001700823,0.011456125,0.392396921,0.821116296,0.724125169,,,0.827632675,0.741068715,12.7,12.1,12.7,12.1,1.1943715,0.675634512,,,1.1943715,0.675634512,-0.021018351,-0.2,-4.724409449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b,Sainju et al. ,2014,USA,"Nesson Valley, North Dakota, NTBN",North America,yes,N+,48° 6' N,103° 6' W,,573,373,364,13.5,5.4,semiarid,0.2945,Semi-Arid,3.3929,cereals,cereals,no,0,never,NT,no,no,no,yes,yes,no,no,3,6,3,sprinklers,sprinkler,,,,,,,Plot,0,10,10,0-10cm,0-10cm,1.450304885,1.379034833,1.450304885,1.379034833,SL,72,16,SL,72,16,7.7,7.7,,,,,,,,,,,,,,3,3,9.239436575,9.239436575,9.281854014,9.281854014,0.001989245,0.014139146,0.459091181,0.866197179,0.764388524,,,0.87307132,0.782274178,13.4,12.8,13.4,12.8,1.260203,0.714720806,,,1.260203,0.714720806,-0.019894829,-0.2,-4.47761194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bedbais et al.,2017,Tunisia,El Hajeb,Africa,no,,34° 43' N,10° 41' E,,20,250,228,23,19.2,semiarid,0.1227,Arid,8.1053,woody perennials,woody crops,no,no,never,na,,,,no,,no,,5,10,5,drippers,drippers,fresh,7.95,288.5,184.5,,,Plot,0,80,80,30-40cm,30+cm,1.427193391,1.366299667,1.427193391,1.366299667,SL,68,7,SL,68,7,7.8,7.7,,,,,,,,,,,,,,1,1,0.47,0.47,0.37,0.37,-0.103896134,-0.02,-21.27659574,0.0440625,0.03047061,,,0.04441218,0.031183581,5.36624715,4.044247014,5.36624715,4.044247014,0.504668713,0.225820897,,,0.504668713,0.225820897,-0.122832997,-0.264400027,-24.63546868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Benjamin et al.,2010,USA,Akron,North America,no,,40° 8' N,103° 9' W,1384,1388,400,396,,9.5,semiarid,0.2262,Semi-Arid,4.4091,cereals,cereals,yes,0,never,NT,no,no,no,,,,,4,10,6,sprinklers,sprinkler,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.52,1.31,1.449305172,1.3256635,SL,,,SL,,,,,,,,,,,,,,,,,,3,3,19.6,19.6,24.6,24.6,0.098679036,0.833333333,25.51020408,1.8375,2.0258838,,,1.8520824,2.073286733,44.688,48.339,44.688,48.339,4.20268296,2.699131958,,,4.20268296,2.699131958,0.034106743,0.6085,8.169978518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Benjamin et al.,2010,USA,Akron,North America,no,,40° 8' N,103° 9' W,1384,1388,400,396,,9.5,semiarid,0.2262,Semi-Arid,4.4091,cereals,cereals,yes,0,never,NT,no,no,no,,,,,4,10,6,sprinklers,sprinkler,fresh,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.46,1.28,1.402823851,1.3160775,SiCL,,,SiCL,,,,,,,,,,,,,,,,,,3,3,18.7,18.7,16.8,16.8,-0.046532325,-0.316666667,-10.16042781,1.753125,1.3835304,,,1.7670378,1.415903135,40.953,32.256,40.953,32.256,3.851424885,1.801096432,,,3.851424885,1.801096432,-0.103675211,-1.4495,-21.23653945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Deshmukh et al.,2015,India,Keshopur,Asia,no,,28° 42' N,77° 5' E,,216,,660,,25.1,,0.3344,Semi-Arid,3.0258,,,,,,,,,,,,,,5,20,15,floodfurr,floodfurr,sewage,,,,,,Farm,0,15,15,0-10cm,0-10cm,1.357620977,1.317817333,1.357620977,1.317817333,,,,,,,7.7,7.6,,,,,,,,,,,,,,1,1,0.4,0.4,0.85,0.85,0.327358934,0.03,112.5,0.0375,0.07000005,,,0.0377976,0.071637956,0.814572586,1.6802171,0.814572586,1.6802171,0.076606479,0.093819228,,,0.076606479,0.093819228,0.31443561,0.057709634,106.2697822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Deshmukh et al.,2015,India,Keshopur,Asia,no,,28° 42' N,77° 5' E,,216,,660,,25.1,,0.3344,Semi-Arid,3.0258,,,,,,,,,,,,,,5,20,15,floodfurr,floodfurr,sewage,,,,,,Farm,15,30,15,20-30cm,20-30cm,1.344133621,1.3082145,1.344133621,1.3082145,,,,,,,8.1,7.9,,,,,,,,,,,,,,1,1,0.24,0.24,0.3,0.3,0.096910013,0.004,25,0.0225,0.0247059,,,0.02267856,0.025283985,0.483888104,0.588696525,0.483888104,0.588696525,0.045507257,0.032871379,,,0.045507257,0.032871379,0.085146527,0.006987228,21.65964004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Deshmukh et al.,2015,India,Keshopur,Asia,no,,28° 42' N,77° 5' E,,216,,660,,25.1,,0.3344,Semi-Arid,3.0258,,,,,,,,,,,,,,5,20,15,floodfurr,floodfurr,sewage,,,,,,Farm,30,60,30,40-50cm,30+cm,1.341684195,1.318909889,1.341684195,1.318909889,,,,,,,7.8,7.9,,,,,,,,,,,,,,1,1,0.153333333,0.153333333,0.163333333,0.163333333,0.027438248,0.000666667,6.52173913,0.014375,0.01345099,,,0.01448908,0.013765725,0.61717473,0.646265845,0.61717473,0.646265845,0.058042197,0.03608591,,,0.058042197,0.03608591,0.020003069,0.001939408,4.713594764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Eleftheriadis & Turrion,2014,Greece,Filyria,Europe,no,,40° 54' N,22° 29' E,170,148,506,440,15,14.2,mediterranean,0.3255,Semi-Arid,3.0636,mixed,woody crops,yes,2,multiple,CT,no,no,no,yes,,no,no,25,72,47,sprinklers,sprinkler,fresh,,,,,,Farm,0,15,15,0-10cm,0-10cm,1.353610632,1.363344167,1.353610632,1.363344167,CL,30,34,CL,30,34,7.9,7.9,,,,,,,,,,,,,,12,12,11.9,11.9,7.3,7.3,-0.212224101,-0.09787234,-38.65546218,0.8,0.6,0.067226891,0.082191781,1.1244786,0.615243624,24.16194978,14.92861863,24.16194978,14.92861863,2.272310567,0.833577683,,,2.272310567,0.833577683,-0.209112354,-0.196453854,-38.21434626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a,Faria et al.,2004,Brazil,Petrolina-1,South America,no,,9° 23' S,40° 30' W,,382,,515,,25.7,,0.2655,Semi-Arid,3.7204,woody perennials,woody crops,no,,,na,,no,no,yes,,,yes,6,9,3,microsprinkler,sprinkler,fresh,,,,,,Plot,0,10,10,0-10cm,0-10cm,1.464880172,1.470118833,1.464880172,1.470118833,LS,80,10,LS,80,10,6.5,6.5,,,,,,,,,,,,,,5,5,7.1,7.1,8.8,8.8,0.093224323,0.566666667,23.94366197,0.665625,0.7247064,,,0.6709074,0.741663547,10.40064922,12.93704573,10.40064922,12.93704573,0.978129056,0.722373106,,,0.978129056,0.722373106,0.094774664,0.845465503,24.38690562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b,Faria et al.,2004,Brazil,Petrolina-1,South America,no,,9° 23' S,40° 30' W,,382,,515,,25.7,,0.2655,Semi-Arid,3.7204,woody perennials,woody crops,no,,,na,,no,no,yes,,,yes,6,9,3,microsprinkler,sprinkler,fresh,,,,,,Plot,10,20,10,10-20cm,10-20cm,1.473893103,1.481357833,1.473893103,1.481357833,LS,80,10,LS,80,10,6.5,6.5,,,,,,,,,,,,,,5,5,6.8,6.8,7.1,7.1,0.018749436,0.1,4.411764706,0.6375,0.5847063,,,0.6425592,0.598387634,10.0224731,10.51764061,10.0224731,10.51764061,0.942563483,0.58727942,,,0.942563483,0.58727942,0.020943428,0.165055838,4.940572142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a,Follett et al.,2005,Mexico,Bajio Research Station,North America,no,,20° 30' N,100° 49' W,,1753,380,647,,18.7,,0.338,Semi-Arid,2.9706,cereals,cereals,yes,0,never,NT,no,no,no,yes,yes,no,no,1,6,5,flood,floodfurr,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,0.95,1.11,1.008300862,1.101932,C,,,C,,,,,4,4,16.7,17.3,,,,,,,25.25793659,28.5951354,0.015329632,4,4,16.7,16.7,17.3,17.3,0.015329632,0.12,3.592814371,1.565625,1.4247069,,,1.5780498,1.458043109,23.7975,28.8045,23.7975,28.8045,2.238035888,1.608373083,,,2.238035888,1.608373083,0.082929005,1.0014,21.04002521,,,,,,,,,,,,,,,,,,,,,,4,4,1.3,1.6,,,,,0.208445532,0.382905983,,,,,1.966186681,2.6446368,0.09017663,,,0.245773335,0.377805257
8a,Follett et al.,2005,Mexico,Bajio Research Station,North America,no,,20° 30' N,100° 49' W,,1753,380,647,,18.7,,0.338,Semi-Arid,2.9706,cereals,cereals,yes,0,never,NT,no,no,no,yes,yes,no,no,1,6,5,flood,floodfurr,fresh,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.02,1.13,1.051885057,1.141159833,C,,,C,,,,,4,4,14.1,18.2,,,,,,,22.24736896,31.15366344,0.110852275,4,4,14.1,14.1,18.2,18.2,0.110852275,0.82,29.07801418,1.321875,1.4988246,,,1.3323654,1.533895063,21.573,30.849,21.573,30.849,2.028832785,1.722532981,,,2.028832785,1.722532981,0.155330547,1.8552,42.99819218,,,,,,,,,,,,,,,,,,,,,,4,4,1.2,1.6,,,,,0.192411261,0.382905983,,,,,1.893393103,2.738783599,0.124938737,,,0.236674138,0.3912548
8b,Follett et al.,2005,Mexico,Bajio Research Station,North America,no,,20° 30' N,100° 49' W,,1753,380,647,,18.7,,0.338,Semi-Arid,2.9706,mixed,cereals,yes,0,never,NT,no,no,no,yes,yes,no,no,1,6,5,flood,floodfurr,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,0.95,0.96,1.006027299,1.047138667,C,,,C,,,,,4,4,16.2,15,,,,,,,24.44646337,23.56062001,-0.033423755,4,4,16.2,16.2,15,15,-0.033423755,-0.24,-7.407407407,1.51875,1.235295,,,1.5308028,1.264199228,23.085,21.6,23.085,21.6,2.171028825,1.206091361,,,2.171028825,1.206091361,-0.028876128,-0.297,-6.432748538,,,,,,,,,,,,,,,,,,,,,,4,4,1.4,1.4,,,,,0.224479804,0.335042735,,,,,2.112657328,2.198991201,0,,,0.264082166,0.3141416
8b,Follett et al.,2005,Mexico,Bajio Research Station,North America,no,,20° 30' N,100° 49' W,,1753,380,647,,18.7,,0.338,Semi-Arid,2.9706,mixed,cereals,yes,0,never,NT,no,no,no,yes,yes,no,no,1,6,5,flood,floodfurr,fresh,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.02,1.07,1.021326149,1.099496833,C,,,C,,,,,4,4,13.9,14.9,,,,,,,21.29465021,24.57375422,0.030171468,4,4,13.9,13.9,14.9,14.9,0.030171468,0.2,7.194244604,1.303125,1.2270597,,,1.3134666,1.255771233,21.267,23.9145,21.267,23.9145,2.000055015,1.3353274,,,2.000055015,1.3353274,0.050955074,0.5295,12.44886444,,,,,,,,,,,,,,,,,,,,,,4,4,1.3,1.4,,,,,0.208445532,0.335042735,,,,,1.991585991,2.308943349,0.032184683,,,0.248948249,0.32984905
9a,Halvorson and Jantalla,2011,USA,Fort Collins-1,North America,no,,40° 39' N,105° 0' W,1555,1550,400,382,9.5,9.1,semiarid,0.2278,Semi-Arid,4.4005,cereals,cereals,no,0,never,NT,no,no,no,yes,yes,no,no,1,11,10,sprinklers,sprinkler,fresh,,,,,,Plot,0,8,7.6,0-10cm,0-10cm,1.39,1.368049,1.441601,1.368049,CL,41,34,CL,41,34,,,,,,,,,,,,,,,,3,3,11.41613025,11.41613025,15.18682137,15.18682137,0.123947969,0.377069112,33.02950328,1.070262211,1.2506803,,,1.078755812,1.279944523,12.06,15.79,12.06,15.79,1.1341827,0.88167512,,,1.1341827,0.88167512,0.117034822,0.373,30.92868988,,,,,,,,,,,,,,,,,,,,,,3,3,1.31,1.88,,,,,0.210049,0.449915,,,,,1.510797,2.057545,0.156886554,,,0.18885,0.293935
9a,Halvorson and Jantalla,2011,USA,Fort Collins-1,North America,no,,40° 39' N,105° 0' W,1555,1550,400,382,9.5,9.1,semiarid,0.2278,Semi-Arid,4.4005,cereals,cereals,no,0,never,NT,no,no,no,yes,yes,no,no,1,11,10,sprinklers,sprinkler,fresh,,,,,,Plot,8,15,7.6,10-20cm,10-20cm,1.39,1.359562,1.427124,1.359562,CL,41,34,CL,41,34,,,,,,,,,,,,,,,,3,3,11.59598637,11.59598637,11.99109094,11.99109094,0.014551,0.039510457,3.407252798,1.087123722,0.987502312,,,1.095751136,1.010608527,12.25,12.39,12.25,12.39,1.15205125,0.691827406,,,1.15205125,0.691827406,0.004935218,0.014,1.142857143,,,,,,,,,,,,,,,,,,,,,,3,3,1.37,1.68,,,,,0.21967,0.402051,,,,,1.368612,1.598844,0.088588715,,,0.171077,0.228406
9a,Halvorson and Jantalla,2011,USA,Fort Collins-1,North America,no,,40° 39' N,105° 0' W,1555,1550,400,382,9.5,9.1,semiarid,0.2278,Semi-Arid,4.4005,cereals,cereals,no,0,never,NT,no,no,no,yes,yes,no,no,1,11,10,sprinklers,sprinkler,fresh,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.39,1.389846,1.440604,1.389846,CL,41,34,CL,41,34,,,,,,,,,,,,,,,,3,3,10.77697842,10.77697842,10.60069485,10.60069485,-0.00716268,-0.017628357,-1.635742054,1.010341727,0.872999023,,,1.018359799,0.893426016,22.47,22.1,22.47,22.1,2.11319115,1.234010142,,,2.11319115,1.234010142,-0.007210799,-0.037,-1.646639964,,,,,,,,,,,,,,,,,,,,,,3,3,2.58,3.09,,,,,0.413684,0.739487,,,,,5.575138,6.441935,0.078338773,,,0.696892,0.920276
9b,Follett et al.,2013,USA,Fort Collins-1,North America,no,,40° 39' N,105° 0' W,1555,1550,400,382,9.5,9.1,semiarid,0.2278,Semi-Arid,4.4005,cereals,cereals,no,0,never,NT,no,no,no,yes,yes,no,no,3,11,8,sprinklers ,sprinkler,fresh,,,,,,Plot,30,60,30,40-50cm,30+cm,1.55,1.508464834,1.431629693,1.508464834,CL,41,34,CL,41,34,,,,,,,,,,,,,,,,3,3,3.189247312,3.189247312,3.190882032,3.190882032,0.00022255,0.00020434,0.051257234,0.298991935,0.262778708,,,0.301364735,0.268927373,14.83,14.44,14.83,14.44,1.39468735,0.80629441,,,1.39468735,0.80629441,-0.011573958,-0.04875,-2.62980445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10a,Friedel et al.,2000,Mexico,Mezquital-1,North America,no,,20° 30' N,99° 15' W,1900,1707,550,348,17,18.3,semiarid,0.1849,Arid,5.3276,maize,cereals,yes,,,,no,no,,,,yes,,25,80,55,flood,floodfurr,sewage,8.4,,,75.7,17.3,Farm,0,15,15,0-10cm,0-10cm,1.364309195,1.341263333,1.364309195,1.341263333,,,34.5,,,26.1,7.9,7.7,,,,,,,,,,,,,,4,4,2.2,2.2,2.3,2.3,0.019305155,0.001818182,4.545454545,0.20625,0.1894119,,,0.2078868,0.193843882,4.502220344,4.627358499,4.502220344,4.627358499,0.423411312,0.258380422,,,0.423411312,0.258380422,0.011906401,0.002275239,2.779476476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10b,Friedel et al.,2000,Mexico,Mezquital-1,North America,no,,20° 30' N,99° 15' W,1900,1707,550,348,17,18.3,semiarid,0.1849,Arid,5.3276,maize,cereals,yes,,,,no,no,,,,yes,,25,80,55,flood,floodfurr,sewage,8.4,,,75.7,17.3,Farm,0,15,15,0-10cm,0-10cm,1.360944828,1.321875333,1.360944828,1.321875333,,,52.6,,,38.8,7.9,7.6,,,,,,,,,,,,,,4,4,1.7,1.7,2.7,2.7,0.200914843,0.018181818,58.82352941,0.159375,0.2223531,,,0.1606398,0.227555861,3.470409311,5.353595099,3.470409311,5.353595099,0.326374644,0.298931704,,,0.326374644,0.298931704,0.188264822,0.034239742,54.26408294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
